id,name,text,desc,country,lang,city,geo
334424343,naiivne,"@EM60289819 correto! conclusão simples, de +- 4 linhas",la clinique est souveraine,Unidentified,pt,Unidentified,Unidentified,Unidentified
892941160293036033,princessofi7,"#Caixa2doBolsonaro quero ser jornalista assim, quero mostrar a vdd. q orgulho","🙄
i love myself💗",Unidentified,pt,Unidentified,Unidentified,Unidentified
28685589,Basilides2,"RT @NeemiasMartins: Excelente, @alex_borges! #ImprensaLivre https://t.co/roTIb48gxN",,Unidentified,es,Unidentified,Unidentified,Unidentified
892941160293036033,princessofi7,#Caixa2doBolsonaro minha cara vendo o mais honesto sendo corrupto.PODE ENTRAR SR.PRESIDENTE DO BRASIL: CIRO GOMES… https://t.co/9MCnSB62C4,"🙄
i love myself💗",Unidentified,pt,Unidentified,Unidentified,Unidentified
444291426,JholSSantos,"RT @felipeflemos: Zagueiro Maurício, ex-Palmeiras, rescinde seu vínculo com a Lazio e fica livre para buscar novo clube -----&gt; https://t.co…","E o Palmeiras no ardor da partida, Transformando a lealdade em padrão. Sabe sempre levar de vencida E mostrar que, de fato, é campeão!",Unidentified,pt,Unidentified,Unidentified,Unidentified
892941160293036033,princessofi7,daqui a 7 anos terei 24 anos,"🙄
i love myself💗",Unidentified,pt,Unidentified,Unidentified,Unidentified
892941160293036033,princessofi7,@pisychoahs https://t.co/9FHRMjWiLH,"🙄
i love myself💗",Unidentified,und,Unidentified,Unidentified,Unidentified
602142777,robsondavi2012,Adicionei um vídeo a uma playlist @YouTube https://t.co/L5ZTJoEsjV - DNA MV Reaction,Bts,Unidentified,pt,Unidentified,Unidentified,Unidentified
796852896105136128,Seguesonaboa,Mas ya vou aos bolos mais logo,"https://t.co/TuAP6HoSUh…  

https://t.co/JE9adQLtQu",Unidentified,pt,Unidentified,Unidentified,Unidentified
796852896105136128,Seguesonaboa,Apetece me Mac,"https://t.co/TuAP6HoSUh…  

https://t.co/JE9adQLtQu",Unidentified,pt,Unidentified,Unidentified,Unidentified
602142777,robsondavi2012,Gostei de um vídeo @YouTube https://t.co/DIDdze9dMI] Kim Dong Han(김동한) _ GOOD NIGHT KISS,Bts,Unidentified,und,Unidentified,Unidentified,Unidentified
602142777,robsondavi2012,Gostei de um vídeo @YouTube https://t.co/l8LVeBUo8M dos Supremos | Ft. MH Rap e TK Raps | Team Tauz 06,Bts,Unidentified,pt,Unidentified,Unidentified,Unidentified
602142777,robsondavi2012,"Gostei de um vídeo @YouTube https://t.co/eeOrwLJuV7 - Pedro Alvez, Lucas A.R.T. e Gabriel Rodrigues [Prod. Zero]",Bts,Unidentified,pt,Unidentified,Unidentified,Unidentified
719311242,aryelmeendes,To com fome,Mãe da Lorenna,Unidentified,en,Unidentified,Unidentified,Unidentified
719311242,aryelmeendes,Aloma marcou minha unha para amanhã 😚,Mãe da Lorenna,Unidentified,pt,Unidentified,Unidentified,Unidentified
826965062,infinity_loo,Shadow of the ... https://t.co/IsopBT9jsu,Servo de Deus.,Unidentified,en,Unidentified,Unidentified,Unidentified
293808160,zezesam,https://t.co/tKeTLvQlmx,,Unidentified,und,Unidentified,Unidentified,Unidentified
2314059188,BicthTinashe,I don't wanna give you the wrong impression,,Unidentified,en,Unidentified,Unidentified,Unidentified
80732922,Accuarya,"@fmdsass Se eu já estou pedindo ajuda, é justamente porq ñ posso sair daqui! Se pudesse, ñ pensaria 2 x!Só quero q… https://t.co/oX8ktMWSYM","Tradutora Juramentada e Intérprete Comercial: Professora, Pesquisadora, Filóloga, Beletrista.",Unidentified,pt,Unidentified,Unidentified,Unidentified
293808160,zezesam,https://t.co/YyEpVaMVoN,,Unidentified,und,Unidentified,Unidentified,Unidentified
293808160,zezesam,https://t.co/fQBzIM1frU,,Unidentified,und,Unidentified,Unidentified,Unidentified
293808160,zezesam,https://t.co/mYWogbZKQy,,Unidentified,und,Unidentified,Unidentified,Unidentified
80732922,Accuarya,@sergio_trivela 🙏,"Tradutora Juramentada e Intérprete Comercial: Professora, Pesquisadora, Filóloga, Beletrista.",Unidentified,und,Unidentified,Unidentified,Unidentified
758016678160719873,marciobeltraogv,Chega dia 01/01/2019 e não chega dia 17 + 11/17-7/ pra acabar logo esse eleição.,"FLAMENGO ATÉ MORRER! CASADO COM EMANUELLE, PAI DE LETÍCIA E LAURA. FAÇO PARTE DA FAMÍLIA DA ESPERANÇA, https://t.co/NN7KfpReEx",Unidentified,pt,Unidentified,Unidentified,Unidentified
80732922,Accuarya,"@GilsaniaS @BarrosPriscyla @SorviloS Ñ é orgulho!Onde tem esse papo de vaquinha, tem problema!Prefiro que quem qu… https://t.co/vzaiA7GmuC","Tradutora Juramentada e Intérprete Comercial: Professora, Pesquisadora, Filóloga, Beletrista.",Unidentified,pt,Unidentified,Unidentified,Unidentified
161393042,marx_araujo,@rodrigoricardor @JanainaDoBrasil Nunca recebi nada de número estranho. O que recebo são dos próprios grupos que pa… https://t.co/tTcWPT6Hsf,"Médico neurologista, tricolor de coração.",Unidentified,pt,Unidentified,Unidentified,Unidentified
80732922,Accuarya,@eliana_marki @ManuelaDavila ENFIE NO SEU CU!,"Tradutora Juramentada e Intérprete Comercial: Professora, Pesquisadora, Filóloga, Beletrista.",Unidentified,pt,Unidentified,Unidentified,Unidentified
293808160,zezesam,https://t.co/53sgkx2vta,,Unidentified,und,Unidentified,Unidentified,Unidentified
293808160,zezesam,"""Um grande inimigo do casamento é a ideologia de gênero"", diz papa Francisco https://t.co/rEnvsOcr41",,Unidentified,pt,Unidentified,Unidentified,Unidentified
293808160,zezesam,Bolsonaro pede que eleitores “jamais confiem em pesquisas” e não relaxem https://t.co/dVqtEJLT6F,,Unidentified,pt,Unidentified,Unidentified,Unidentified
293808160,zezesam,https://t.co/s0KrWnWADr,,Unidentified,und,Unidentified,Unidentified,Unidentified
14594172,du2glam,@tenorleopoldino,"Canto, danço e sapateiOH, WAIT!",Unidentified,und,Unidentified,Unidentified,Unidentified
71898106,Wesley_Angren,No caso o anime,The last Metroid is in captivity. The galaxy is at peace...,Brazil,it,"Picos, Brasil",Unidentified,Unidentified
293808160,zezesam,"Bolsonaro pede que eleitores ""jamais confiem em pesquisas"" e não relaxem https://t.co/cTnrAOrypQ",,Unidentified,pt,Unidentified,Unidentified,Unidentified
71898106,Wesley_Angren,Eu quero saber mesmo é quando vão lançar o Saintia Sho. Isso aqui tá ficando lindo demais https://t.co/J5lDJySUDz,The last Metroid is in captivity. The galaxy is at peace...,Brazil,pt,"Picos, Brasil",Unidentified,Unidentified
71898106,Wesley_Angren,"A galera é fanática demais por partido político e por político, enquanto eles se matam os filhos da puta roubam a g… https://t.co/pgH3MNd9IS",The last Metroid is in captivity. The galaxy is at peace...,Brazil,pt,"Picos, Brasil",Unidentified,Unidentified
79940706,rielbertti,@jairbolsonaro E tu!,"Alguém que busca o respeito às liberdades individuais; que busca desenhar, animar, criar.",Unidentified,und,Unidentified,Unidentified,Unidentified
80732922,Accuarya,@allantercalivre @TrumpThatcher @folha @camposmello @jairbolsonaro E ainda ñ sabe escrever...,"Tradutora Juramentada e Intérprete Comercial: Professora, Pesquisadora, Filóloga, Beletrista.",Unidentified,pt,Unidentified,Unidentified,Unidentified
71898106,Wesley_Angren,"Rapaz, chega a ser ridículo esse desespero todo do PT porque não quer largar o osso. Falam tanto em democracia mas… https://t.co/K8O3nOku6g",The last Metroid is in captivity. The galaxy is at peace...,Brazil,pt,"Picos, Brasil",Unidentified,Unidentified
79940706,rielbertti,@rafinhabastos Ahahahahahah,"Alguém que busca o respeito às liberdades individuais; que busca desenhar, animar, criar.",Unidentified,tl,Unidentified,Unidentified,Unidentified
67964804,Alleared,I liked a @YouTube video https://t.co/FLLzgESxtp 5 MOVEMENT TIPS you should know,Alguém procurando alguma coisa pra fazer.,Unidentified,en,Unidentified,Unidentified,Unidentified
331890045,yurecostaa1,Então menino cadê vocês ? 🌚 https://t.co/slhLQpHZ3Z,WhatsApp 89 81489187,Unidentified,pt,Unidentified,Unidentified,Unidentified
58665753,edilson2552,Sou um dos milhões #MarkeiteirosDoJair Com muito orgulho Dia 28 eh 17 ! 🇧🇷,Brasil acima de tudo ! 🇧🇷 Deus 🙏🏻acima de todos ! Bolsonaro 17 !,Unidentified,pt,Unidentified,Unidentified,Unidentified
121202949,tiagocorreia88,Voto de Pesar - C/Vídeo https://t.co/RNf1G8yHZL,🇵🇹🌍,Unidentified,pt,Unidentified,Unidentified,Unidentified
2975193898,jota2906,Tou msm sozinho,,Unidentified,pt,Unidentified,Unidentified,Unidentified
758016678160719873,marciobeltraogv,"Amanhã feriado aqui no Piauí, mais eu só penso no domingo 19:00. Se o Ceará ajudar e agente ganhar já podemos chega… https://t.co/Ypb8rH8ESF","FLAMENGO ATÉ MORRER! CASADO COM EMANUELLE, PAI DE LETÍCIA E LAURA. FAÇO PARTE DA FAMÍLIA DA ESPERANÇA, https://t.co/NN7KfpReEx",Unidentified,pt,Unidentified,Unidentified,Unidentified
1400622198,seutanso,@jumbawumba_ 1 minuto e 77 s de altura,Vamo fazer o seguinte: Eu te do 10 tu me da 20,Unidentified,pt,Unidentified,Unidentified,Unidentified
475249252,claudysantana,A vida é um constante recomeço. Não se dê por derrotado e siga adiante. As pedras que hoje atrapalham sua caminhada… https://t.co/f0q0JUaz9t,Já dizia um velho sábio: ”Se benze porque a sua felicidade vai ofender muita gente!”,Unidentified,pt,Unidentified,Unidentified,Unidentified
1400622198,seutanso,"Profundamente decepcionado com o JairNao podemos nos calar frente a esse escandalo, tinha meu voto, achei que fos… https://t.co/RwrEVOPkrW",Vamo fazer o seguinte: Eu te do 10 tu me da 20,Unidentified,pt,Unidentified,Unidentified,Unidentified
254638378,marcielbrito1,Compro fronte ou pista WS999152742,"ex: segurança  da banda malla 100 alça! tour  2010 a 2014!
vendedor Copperline fios e cabos",Unidentified,pt,Unidentified,Unidentified,Unidentified
254638378,marcielbrito1,Compro fronte ou pista WS999152742,"ex: segurança  da banda malla 100 alça! tour  2010 a 2014!
vendedor Copperline fios e cabos",Unidentified,pt,Unidentified,Unidentified,Unidentified
4726236922,Vicinu,RT @naoouvofrases: Não Ouvo #160 - Cuck Social-@lucasinutilismo https://t.co/zU8vR8Kl2d,"curso de color grading gratis apenas 9,922222 reias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",Unidentified,pt,Unidentified,Unidentified,Unidentified
758016678160719873,marciobeltraogv,O amor transforma vidas.@retornoavidahttps://t.co/ZVZPG1aqJc,"FLAMENGO ATÉ MORRER! CASADO COM EMANUELLE, PAI DE LETÍCIA E LAURA. FAÇO PARTE DA FAMÍLIA DA ESPERANÇA, https://t.co/NN7KfpReEx",Unidentified,pt,Unidentified,Unidentified,Unidentified
1663073882,Dany_Tavares2,"Miséricordia, já vi uns 3 acidentes hoje! 😓",,Unidentified,pt,Unidentified,Unidentified,Unidentified
981869307390029824,marcell84143389,"@GenPauloChagas Sou Nordestino, e eu sei o quanto nos merecemos termos só dois dentes, um pra doer e outro pra roer… https://t.co/eQg5ra3PZ4","Estudante de Direito na IESRSÁ, Maranhense, 22 anos, (89)994691807 WhatsApp",Unidentified,pt,Unidentified,Unidentified,Unidentified
758016678160719873,marciobeltraogv,GEV PELO BRASIL.https://t.co/bIG6k3Gp7u,"FLAMENGO ATÉ MORRER! CASADO COM EMANUELLE, PAI DE LETÍCIA E LAURA. FAÇO PARTE DA FAMÍLIA DA ESPERANÇA, https://t.co/NN7KfpReEx",Unidentified,in,Unidentified,Unidentified,Unidentified
350835425,JuniorRufino2,"Antes do Bolsonaro ser candidato a presidente eu era chamado de Bolsominion, no 1° turno era chamado de robô do Bol… https://t.co/jjneIYwlAw",Uma nova criatura...buscando me moldar aos ensinamentos de nosso Senhor Jesus Cristo.,Brazil,pt,"Picos, Brasil",Unidentified,Unidentified
30235413,rodrigoricardor,"RT @marx_araujo: @rodrigoricardor @BlogdoNoblat Que eu me lembre, no 2º turno não. No 1º, acho que Lula e FHC faltaram. Faço a ressalva que…",,Unidentified,pt,Unidentified,Unidentified,Unidentified
161393042,marx_araujo,"@rodrigoricardor @BlogdoNoblat Que eu me lembre, no 2º turno não. No 1º, acho que Lula e FHC faltaram. Faço a ressa… https://t.co/28oxC6jyE0","Médico neurologista, tricolor de coração.",Unidentified,pt,Unidentified,Unidentified,Unidentified
350835425,JuniorRufino2,#BolsonaroPresidente#MarketeirosDoJair https://t.co/hnZ8wqOVGN,Uma nova criatura...buscando me moldar aos ensinamentos de nosso Senhor Jesus Cristo.,Brazil,und,"Picos, Brasil",Unidentified,Unidentified
127909335,gdam52,@FelipeZanella7 @gdam52,"Anti corruzione. A favore dell'etica, dell'onore e della cittadinanza.
Anti corrupçao. A favor da etica, da honra e da cidadania.
POVO INFORMADO = POVO LIVRE",Unidentified,und,Unidentified,Unidentified,Unidentified
293808160,zezesam,https://t.co/nNYwNYheiT,,Unidentified,und,Unidentified,Unidentified,Unidentified
2682999832,rafaela23mello,RT @mariafgnsousa: @rafaela23mello @mariana_rosa7 https://t.co/8PpVRpFPNi,Rafa // 26.11 // SCP // CTNM 🇵🇹🇧🇷,Unidentified,und,Unidentified,Unidentified,Unidentified
1663073882,Dany_Tavares2,"Eu só queria passar o dia dormindo, mas ai eu lembro que amo meu trabalho ❤",,Unidentified,pt,Unidentified,Unidentified,Unidentified
1663073882,Dany_Tavares2,"Ah, a Ciara é lindaaaa",,Unidentified,pt,Unidentified,Unidentified,Unidentified
1663073882,Dany_Tavares2,Like a boy vai ser sempre a música da minha infância.,,Unidentified,pt,Unidentified,Unidentified,Unidentified
883358741931974656,itscarolmf,RT @maria02cravo: Tenho mm que ir cortar o cabelo,🤪ig: itscarolmf,Unidentified,pt,Unidentified,Unidentified,Unidentified
1663073882,Dany_Tavares2,"Não queria ir pra escola amanhã, mas eu já faltei tantas vezes 😥",,Unidentified,pt,Unidentified,Unidentified,Unidentified
1663073882,Dany_Tavares2,Tô a caminho do cil,,Unidentified,pt,Unidentified,Unidentified,Unidentified
161393042,marx_araujo,@BlogdoNoblat Quem debate com poste é bêbado. Bolsonaro tem que pensar é em soluções para a nação destruída pelo PT.,"Médico neurologista, tricolor de coração.",Unidentified,pt,Unidentified,Unidentified,Unidentified
1663073882,Dany_Tavares2,Que mico,,Unidentified,es,Unidentified,Unidentified,Unidentified
4816338995,OliveiraLiviann,@caralhamanda vou de coringa feminina kkkkkk,"Break the chains, be free ❥ Girls support girls",Unidentified,pt,Unidentified,Unidentified,Unidentified
131541469,vandecely,Nós não somos os bandidos!🇧🇷👈😎👉🇧🇷 https://t.co/nFjan9uBh9,Advogada,Unidentified,pt,Unidentified,Unidentified,Unidentified
51071545,felipeflemos,"Zagueiro Maurício, ex-Palmeiras, rescinde seu vínculo com a Lazio e fica livre para buscar novo clube -----&gt; https://t.co/MM76Qr31fA",Repórter setorista do @torcedorescom. Radialista e Bacharel em Jornalismo.,Unidentified,pt,Unidentified,Unidentified,Unidentified
3319847705,PatrickFischerr,"Uma nova etapa vai se iniciar na minha vida, espero que papai do céu me abençoe nessa nova caminhada! Se tudo der c… https://t.co/bVzeCpf3hm","19, RJ ⛱️ | TRICOLOR 🇮🇹 Insta: fischerzaada",Unidentified,pt,Unidentified,Unidentified,Unidentified
525431698,tropicalfmlight,"Atenção: Mudança no Front em Valença esse ano, Pulseiras de auto segurança contra fraude. Não adianta tentar tirar… https://t.co/oTpKlsxqkd",,Unidentified,pt,Unidentified,Unidentified,Unidentified
292089465,Escritor4,RT @sergiopediatra: @Escritor4 muito obrigado!🙏,"Professor Universitário, Jornalista e Escritor",Unidentified,pt,Unidentified,Unidentified,Unidentified
49085751,sergiopediatra,@Escritor4 muito obrigado!🙏,Pediatra atendendo crianças e adolescentes em Picos e região. PRONTOCLÍNICA https://t.co/YHRyoCFm0D,Unidentified,pt,Unidentified,Unidentified,Unidentified
63147327,evandrodslopes,"RT @marx_araujo: Segundo a #FolhaMarmitaDoPT, eu, que estou desde 2010 no Twitter mostrando os podres dos governos petistas, sou pago por e…","Pai, filho, irmão, tio. Por aqui para acompanhar futebol e política, sem petralhas. Bacharel em direito, comerciante.",Unidentified,pt,Unidentified,Unidentified,Unidentified
63147327,evandrodslopes,"@flanaticoCWB @DanielBrito88 Daniel, quem foram os presos e/ou indiciados nessa mega operação da PF, MPF, PM, PRF,… https://t.co/nTjGtr9jxq","Pai, filho, irmão, tio. Por aqui para acompanhar futebol e política, sem petralhas. Bacharel em direito, comerciante.",Unidentified,pt,Unidentified,Unidentified,Unidentified
161393042,marx_araujo,"Segundo a #FolhaMarmitaDoPT, eu, que estou desde 2010 no Twitter mostrando os podres dos governos petistas, sou pag… https://t.co/xLXcyQOjiV","Médico neurologista, tricolor de coração.",Unidentified,pt,Unidentified,Unidentified,Unidentified
161393042,marx_araujo,RT @evandrodslopes: Segundo a #FolhaPutinhaDoPT eu to há 15 anos falando umas verdades sobre o PT e recebo por isso. A verdade dói. #FolhaM…,"Médico neurologista, tricolor de coração.",Unidentified,pt,Unidentified,Unidentified,Unidentified
4268324729,rodriggoluzz,@IonaraMonteiro Fake News começa quando os livros de história dizem q Cabral descobriu o Brasil. Rsrs,"Pai da Heloysa, do Bernardo e da Isabella, corinthiano e amante da vida.",Unidentified,pt,Unidentified,Unidentified,Unidentified
1021904929013858304,crisdebug,@izzynobre Polishop todal vez explica como funciona k,Programador que ((dizem)) que sabe dançar,Unidentified,pt,Unidentified,Unidentified,Unidentified
803330372,paulohe12545150,"@essediafoilouco Flamengo vs cruzeiro 2003, já comecei como torcedor ficando no cheirinho kkkk","Canhoto, Piauiense, Historiador. Flamengo até morrer eu sou.",Unidentified,pt,Unidentified,Unidentified,Unidentified
312395713,crf_32carlin,@jairbolsonaro Fala ao vivo arregão do debate pó pó pó tem pena voando pra todo lado,,Unidentified,pt,Unidentified,Unidentified,Unidentified
312395713,crf_32carlin,@Marilia61758583 @jairbolsonaro Verdade. Sofreremos todos. Ah e cadê o #Caixa2doBolsonaro ? Quem é o babaca agora? Alienada.,,Unidentified,pt,Unidentified,Unidentified,Unidentified
954442449895809030,lucas_perera33,"fui correr capelinha, fazer um exercício pra chegar em casa comer muito salgado e tomar refri",🇧🇷,Unidentified,pt,Unidentified,Unidentified,Unidentified
954442449895809030,lucas_perera33,"@alexandrekalil sentimos sua falta no Galo viu, sinceramente você é um mito !",🇧🇷,Unidentified,pt,Unidentified,Unidentified,Unidentified
1037287198079496192,PedroGBBMendes,RT @mariafgnsousa: Jotaaaaaaa ❤️❤️❤️❤️,Perdi a outra conta,Unidentified,eu,Unidentified,Unidentified,Unidentified
839488815504949248,fcoCRF,#MarketeirosDoJair https://t.co/dtFiCbCG0t,"Picos-Pi/
A vida me fez Flamengo e eu fiz do Flamengo a minha vida.",Unidentified,und,Unidentified,Unidentified,Unidentified
1647558168,mariafgnsousa,Jotaaaaaaa ❤️❤️❤️❤️,1 9 0 4,Unidentified,eu,Unidentified,Unidentified,Unidentified
26243786,crisbohan,@SuperCaruso Não entendo de que forma o financiamento voluntário de empresários pode depor contra bolsonaro.,"Mas que onda, assim: em menos de 160 caracters eu só posso ser mesmo o Cristiano (acho que não cabe nem meu nome todo)",Unidentified,pt,Unidentified,Unidentified,Unidentified
319971537,damacna,RT @Accuarya: @ManuelaDavila A PUTA QUE TE PARIU,Meu negócio é esculachar Petralhas. Nunca vire à esquerda.,Unidentified,pt,Unidentified,Unidentified,Unidentified
80732922,Accuarya,@ManuelaDavila A PUTA QUE TE PARIU,"Tradutora Juramentada e Intérprete Comercial: Professora, Pesquisadora, Filóloga, Beletrista.",Unidentified,pt,Unidentified,Unidentified,Unidentified
602142777,robsondavi2012,Gostei de um vídeo @YouTube https://t.co/XB1BpMttIk CRUSH VIU UM CHUPÃO NO PESCOÇO DO MEU IRMÃO!! - TROLLANDO AMIGA [ REZENDE,Bts,Unidentified,pt,Unidentified,Unidentified,Unidentified
602142777,robsondavi2012,"Gostei de um vídeo @YouTube https://t.co/NfmN1QC2Br🔴Rap do Venom ""Simbionte em mim"" | Venom | VMZ",Bts,Unidentified,pt,Unidentified,Unidentified,Unidentified
434206875,santoslealana,"@felipemarmoI @Estadao @EstadaoPolitica Por isso não vai a debate, não sabe falar",,Unidentified,pt,Unidentified,Unidentified,Unidentified
434206875,santoslealana,@talescopolla @Estadao @EstadaoPolitica Deus te ouça,,Unidentified,pt,Unidentified,Unidentified,Unidentified
350835425,JuniorRufino2,#MarketeirosDoJair https://t.co/00fdbxj4ul,Uma nova criatura...buscando me moldar aos ensinamentos de nosso Senhor Jesus Cristo.,Brazil,und,"Picos, Brasil",Unidentified,Unidentified
350835425,JuniorRufino2,#MarketeirosDoJair https://t.co/00fdbxj4ul,Uma nova criatura...buscando me moldar aos ensinamentos de nosso Senhor Jesus Cristo.,Brazil,und,"Picos, Brasil",Unidentified,Unidentified
1647558168,mariafgnsousa,Golooo,1 9 0 4,Unidentified,es,Unidentified,Unidentified,Unidentified
80732922,Accuarya,Quero meu país de volta!#FolhaPutinhaDoPT#MARKETEIROSDOJAIR https://t.co/oWXu7kwbwE,"Tradutora Juramentada e Intérprete Comercial: Professora, Pesquisadora, Filóloga, Beletrista.",Unidentified,pt,Unidentified,Unidentified,Unidentified
293808160,zezesam,KKKKGente.tô morrendo de medo.A Folha disse que Bolsonaro tem uma organização criminosa trabalhando pra ele. Fomos descobertos.,,Unidentified,pt,Unidentified,Unidentified,Unidentified
66673590,a_karinasampaio,#caixa2dobolsanaro https://t.co/MzS6EghW1N,Uma mulher de força!,Unidentified,und,Unidentified,Unidentified,Unidentified
3127639644,thiago_luzs,@LulaOficial @Haddad_Fernando #LulaTaPresoBabaca,,Unidentified,und,Unidentified,Unidentified,Unidentified
1050838868541493249,BM00n_,"RT @renatoferreir4: Brasileiro é um povo tão autorresponsável que quando tudo isso der errado, ainda vão colocar a culpa no PT.",vamo amigar meus bons,Unidentified,pt,Unidentified,Unidentified,Unidentified
293808160,zezesam,https://t.co/WfoLJnsg2T,,Unidentified,und,Unidentified,Unidentified,Unidentified
54629726,otavioveloso,"Como é mesmo que já estão justificando? ""Desespero""? Acorda meu povo! https://t.co/CtvlwdjNfz",,Unidentified,pt,Unidentified,Unidentified,Unidentified
1668801470,PCarvalho_2222,"@Brancaleone72 @joaomatoso2 Pois, mas tem de ser competente. Podem roubar um bcd mas têm de ser patriotas e querer… https://t.co/97ppDy8nOz",I've nothing to say. I would rather listen.,Unidentified,pt,Unidentified,Unidentified,Unidentified
1001171673138302976,SarahFlix7,@Haddad_Fernando meu presidente!,👻,Unidentified,pt,Unidentified,Unidentified,Unidentified
293808160,zezesam,"Bolsonaro deverá ter base de mais de 300 deputados se eleito, diz Lorenzoni https://t.co/54JUwrhwfQ",,Unidentified,pt,Unidentified,Unidentified,Unidentified
1668801470,PCarvalho_2222,@Brancaleone72 @joaomatoso2 Para mim o importante é que as coisas funcionem. Tens de ter confiança nas pessoas que… https://t.co/4gDdEQS179,I've nothing to say. I would rather listen.,Unidentified,pt,Unidentified,Unidentified,Unidentified
1668801470,PCarvalho_2222,@Brancaleone72 @joaomatoso2 Toda a gente sabe que há milhões que foram para outros países. Pessoas que aparecem ric… https://t.co/8omcGTfyKs,I've nothing to say. I would rather listen.,Unidentified,pt,Unidentified,Unidentified,Unidentified
531015811,rubenanunes,@SypherPK Is it you?? On EU? https://t.co/7ilTI1AbG2,"Geek, Nerdy and Sports guy all-in-one.",Unidentified,en,Unidentified,Unidentified,Unidentified
1668801470,PCarvalho_2222,@Brancaleone72 @joaomatoso2 É complicado. Criar uma classe com capacidade competência para meter as coisas a funcio… https://t.co/OfHS9GYUBC,I've nothing to say. I would rather listen.,Unidentified,pt,Unidentified,Unidentified,Unidentified
1021563943624626177,GaiatoJeann,@SarahFlix7 bora,tenho um canal no youtube e sei fazer nissin.,Unidentified,pt,Unidentified,Unidentified,Unidentified
1668801470,PCarvalho_2222,"@Brancaleone72 @joaomatoso2 Há um acordo que fizeram com o Irão e com a China. Ou seja, modelos completamente difer… https://t.co/VHFXJEQVuo",I've nothing to say. I would rather listen.,Unidentified,pt,Unidentified,Unidentified,Unidentified
1668801470,PCarvalho_2222,"@Brancaleone72 @joaomatoso2 No caso da indústria automóvel, por exemplo, há já capacidade para substituir muitas co… https://t.co/LD4EfACF3n",I've nothing to say. I would rather listen.,Unidentified,pt,Unidentified,Unidentified,Unidentified
1668801470,PCarvalho_2222,@Brancaleone72 @joaomatoso2 Mesmo hoje em dia há investimentos que o Estado está a fazer. Alguns estão parados mas… https://t.co/HCQfWHL0NB,I've nothing to say. I would rather listen.,Unidentified,pt,Unidentified,Unidentified,Unidentified
1668801470,PCarvalho_2222,@Brancaleone72 @joaomatoso2 E montaram-se alguns. Agora tens é de trabalhar os componentes e fazê-los no país. Havi… https://t.co/I9f3dSLXcd,I've nothing to say. I would rather listen.,Unidentified,pt,Unidentified,Unidentified,Unidentified
1668801470,PCarvalho_2222,@Brancaleone72 @joaomatoso2 Por isso é que digo que mt da retórica contra os empresários foi um erro. Eu sou contra… https://t.co/Bez70ajJe9,I've nothing to say. I would rather listen.,Unidentified,pt,Unidentified,Unidentified,Unidentified
1668801470,PCarvalho_2222,@Brancaleone72 @joaomatoso2 Reformas falo em acabar com a burocracia e os problemas que há para montar um negócio.… https://t.co/uFLt2Vzi4T,I've nothing to say. I would rather listen.,Unidentified,pt,Unidentified,Unidentified,Unidentified
3001678426,LukVena,RT @Accuarya: É sério isso?Tô pedindo ajuda pra tirar minha filha da Venezuela pq ñ tenho condições e vem uma louca me culpar pelo que ac…,🇧🇷,Unidentified,pt,Unidentified,Unidentified,Unidentified
533528819,cmachadooficial,Nossos alunos realizaram atividades em homenagem ao Dia do Piauí (19 de outubro). #ColegioMachadoDeAssis #CMachadoOficial #DiaDoPiaui #Picos,"Colégio Machado de Assis. Rua Cel. Luis Santos, 751 - Centro - Picos - Piauí
(89) 3422-1506.",Unidentified,pt,Unidentified,Unidentified,Unidentified
1668801470,PCarvalho_2222,"@Brancaleone72 @joaomatoso2 Aliás, no caso da Venezuela há mts empresas que foram prejudicadas pq se preferiu impor… https://t.co/Wt2PBws2UY",I've nothing to say. I would rather listen.,Unidentified,pt,Unidentified,Unidentified,Unidentified
1668801470,PCarvalho_2222,"@Brancaleone72 @joaomatoso2 Pois, o problema é que penso que nunca houve ninguém no governo que tivesse essa força… https://t.co/lhd7d0TMsQ",I've nothing to say. I would rather listen.,Unidentified,pt,Unidentified,Unidentified,Unidentified
177031781,PedroRocha1,#caixa2Bolsonaro #caixa2Bolsonaro #caixa2Bolsonaro #caixa2Bolsonaro #caixa2Bolsonaro #caixa2Bolsonaro… https://t.co/GhQu2PkHmT,,Unidentified,und,Unidentified,Unidentified,Unidentified
1001171673138302976,SarahFlix7,@GaiatoJeann bora lá no entre rios tirar ft com ele kkkmkmkkkk,👻,Unidentified,pt,Unidentified,Unidentified,Unidentified
1001171673138302976,SarahFlix7,#Caixa2doBolsonaro #Caixa2doBolsonaro cadê o bomzao agr??,👻,Unidentified,pt,Unidentified,Unidentified,Unidentified
293808160,zezesam,https://t.co/O2e6CVs9o3,,Unidentified,und,Unidentified,Unidentified,Unidentified
293808160,zezesam,https://t.co/7jMwSa1cqF,,Unidentified,und,Unidentified,Unidentified,Unidentified
54629726,otavioveloso,https://t.co/jjMx4fT7on,,Unidentified,und,Unidentified,Unidentified,Unidentified
1647558168,mariafgnsousa,Goloooooo,1 9 0 4,Unidentified,es,Unidentified,Unidentified,Unidentified
1015745139887759361,picosdadepress1,Tu vai curtir a festa ou vai gravar um DVD pra botar no status/story?,Diversão e entretenimento para os Picoenses. ☀️,Unidentified,pt,Unidentified,Unidentified,Unidentified
1647558168,mariafgnsousa,Aí rafaaaaaa,1 9 0 4,Unidentified,pt,Unidentified,Unidentified,Unidentified
